word,mean_ALL,sd_ALL,n_ALL,mean_M,sd_M,n_M,mean_F,sd_F,n_F
gaggle,3.818181818,1.236288434,33,3.384615385,1.709700829,13,4.1,0.718184846,20
gain,2.085714286,1.067471685,35,2.133333333,1.187233679,15,2.05,0.998683344,20
gal,2.384615385,1.13408723,26,2.363636364,1.120064933,11,2.4,1.183215957,15
gala,2.935483871,1.236540439,31,3.384615385,0.869718493,13,2.611111111,1.377930626,18
gall,2.296296296,1.102961566,27,2.2,1.135292424,10,2.352941176,1.114740803,17
gallant,2.4,1.132589343,30,2.277777778,1.074055292,18,2.583333333,1.240112409,12
galley,2.416666667,1.250714082,36,2.555555556,1.293523334,18,2.277777778,1.227410261,18
gallon,2.12195122,0.979671423,41,2.111111111,0.963381843,18,2.130434783,1.013739604,23
gallop,3,1.5612495,33,2.545454545,1.694912173,11,3.238095238,1.513431925,21
gallows,1.863636364,1.212165256,44,2,1.29614814,26,1.666666667,1.084652289,18
gamble,2.0625,1.24272074,32,1.916666667,1.083624669,12,2.15,1.348488433,20
gambler,2.081081081,1.010455848,37,2.3125,0.793200269,16,1.95,1.145931017,20
gambling,2.170212766,1.049205682,47,2.058823529,1.028991511,17,2.233333333,1.072648457,30
game,2.590909091,1.296849329,22,2.857142857,1.345185418,7,2.466666667,1.302013093,15
gamma,2.378378378,1.209943785,37,2.5625,0.963932916,16,2.238095238,1.374945886,21
gander,3.5,1.047269876,32,3.777777778,0.833333333,9,3.391304348,1.117591991,23
gang,2.171428571,1.200140048,35,2.2,1.424279266,15,2.15,1.039989878,20
gangrene,2.4,1.428644687,40,2.45,1.468081455,20,2.35,1.424411236,20
gangster,2.65625,1.285386223,32,3.076923077,1.187542172,13,2.368421053,1.300022492,19
gangway,2.464285714,1.261455446,28,2.428571429,1.283881478,14,2.5,1.2860195,14
gap,2.392857143,1.196887498,28,2.615384615,1.192927878,13,2.2,1.207121724,15
garage,1.967741935,0.982645103,31,1.888888889,1.054092553,9,2,0.975900073,22
garbage,2.5,1.484967409,40,2.428571429,1.630074494,21,2.578947368,1.346426937,19
garden,2.142857143,1.078898125,28,2.285714286,1.204387583,14,2,0.960768923,14
gardener,2,0.958602587,38,1.818181818,0.981649817,11,2.074074074,0.957798996,27
gardening,1.939393939,0.966287805,33,1.666666667,0.887625365,12,2.095238095,0.995226703,21
gargle,3.264705882,1.109431291,34,2.538461538,1.050030525,13,3.714285714,0.902377811,21
garlic,2.4,1.220514307,30,2.666666667,1.23091491,12,2.222222222,1.215369978,18
garnish,2.7,1.149212624,30,2.6,1.264911064,10,2.75,1.118033989,20
garter,2.607142857,1.196887498,28,2.785714286,1.188313053,14,2.428571429,1.222499691,14
gas,2.911764706,1.311202249,34,2.785714286,1.251372872,14,3,1.376494403,20
gash,2.472222222,1.275843947,36,2.636363636,1.206045378,11,2.4,1.322875656,25
gasket,2.4,1.191926867,30,2,0.894427191,6,2.5,1.251086484,24
gasp,2.28125,1.197696041,32,2,1.095445115,11,2.428571429,1.247855303,21
gate,1.805555556,0.980362745,36,1.642857143,0.841897386,14,1.909090909,1.064987856,22
gateway,1.736842105,0.890921495,38,1.785714286,0.974961256,14,1.708333333,0.85867272,24
gather,2.193548387,1.194971543,31,2.230769231,1.300887271,13,2.166666667,1.150447483,18
gaudy,2.392857143,1.100144291,28,2.222222222,1.092906421,9,2.473684211,1.123902974,19
gauntlet,2.575757576,1.369997788,33,2.307692308,1.548365557,13,2.75,1.251315098,20
gauze,1.852941176,0.957659804,34,1.764705882,0.752446989,17,1.941176471,1.144038255,17
gay,2.696969697,1.357498814,33,3.1,1.370320319,10,2.52173913,1.343995577,23
gaze,2.171428571,1.24819197,35,1.733333333,1.162919151,15,2.5,1.235441536,20
gazelle,2.810810811,1.150792911,37,2.631578947,1.342076596,19,2.941176471,0.899346168,17
gazette,2.428571429,1.164964745,21,3,1.154700538,7,2.142857143,1.099450412,14
gear,2.35483871,1.018115485,31,2,1.264911064,11,2.55,0.825577947,20
geezer,3.617647059,1.348730175,34,3.642857143,1.33630621,14,3.6,1.391704748,20
gel,2.642857143,1.253566341,28,2.777777778,1.301708279,9,2.578947368,1.261207071,19
gelding,2.655172414,1.173391363,29,2.8,1.229272594,10,2.555555556,1.199128224,18
gem,2.5,1.071516751,28,2.785714286,0.974961256,14,2.214285714,1.121713759,14
genie,2.807692308,1.327229619,26,2.428571429,1.272418021,7,2.947368421,1.35292622,19
genre,2.432432432,1.119040773,37,2.368421053,1.116070802,19,2.5,1.150447483,18
gent,2.730769231,1.343359738,26,2.333333333,1.224744871,9,3.0625,1.340087062,16
gentile,2.46875,1.015504801,32,2.4,0.985610761,15,2.529411765,1.067570083,17
gentry,2.333333333,1.340560125,24,1.875,0.991031209,8,2.5625,1.459166429,16
germ,2.428571429,1.288943622,28,2.5,1.507556723,12,2.375,1.147460965,16
gesture,2.375,1.12880182,32,2.6,1.0749677,10,2.272727273,1.162174406,22
getup,3.222222222,1.003262651,18,3,1,3,3.266666667,1.032795559,15
ghetto,2.263157895,1.329177972,38,2.307692308,1.250640861,13,2.24,1.392838828,25
ghoul,3.09375,1.422387248,32,3.538461538,1.330124344,13,2.888888889,1.409584373,18
giant,2.777777778,1.098339295,36,3,1.118033989,17,2.578947368,1.070606758,19
gift,2.173913043,0.936733877,23,2.583333333,0.792961461,12,1.727272727,0.904534034,11
gig,2.96875,1.282245384,32,2.928571429,1.491735474,14,3,1.137592918,18
giggle,3.391304348,1.437773861,23,2.222222222,1.092906421,9,4.142857143,1.099450412,14
gimmick,2.972972973,1.189922651,37,3.333333333,1.046536237,15,2.727272727,1.241420775,22
gin,2.52173913,1.23838477,23,2.1,0.994428926,10,2.846153846,1.344504484,13
ginger,3.205882353,1.320684207,34,3.043478261,1.460954261,23,3.545454545,0.934198733,11
ginseng,2.038461538,1.112861869,26,2.428571429,1.397276262,7,1.894736842,0.994134847,19
giraffe,3.096774194,1.398924318,31,2.733333333,1.533747356,15,3.4375,1.209338662,16
girder,2.676470588,1.120621803,34,2.428571429,1.157868447,14,2.85,1.089422831,20
girdle,2.846153846,1.461295526,26,3.111111111,1.536590743,9,2.705882353,1.447614671,17
girl,2.647058824,1.09772086,34,2.846153846,0.898717034,13,2.523809524,1.209092537,21
girlfriend,2.666666667,0.960768923,27,2.647058824,0.931475742,17,2.7,1.059349905,10
girth,3.15625,1.322494588,32,2.9375,1.481834449,16,3.375,1.147460965,16
gist,2.965517241,0.865314089,29,2.916666667,0.99620492,12,3,0.790569415,17
give,1.90625,1.117583078,32,2.153846154,1.28102523,13,1.736842105,0.991189256,19
giver,2.533333333,1.07425462,30,2.727272727,0.646669791,11,2.421052632,1.261207071,19
gizzard,3.058823529,1.179141354,34,3.176470588,1.074435556,17,2.941176471,1.29762226,17
glacier,2.033333333,1.159171325,30,2.375,1.147460965,16,1.642857143,1.081817762,14
glade,2.230769231,1.069866994,26,2.384615385,1.192927878,13,2.076923077,0.954073587,13
glamour,2.192307692,1.166849802,26,1.909090909,1.044465936,11,2.4,1.242118007,15
gland,2.516129032,1.434595593,31,2.647058824,1.617914416,17,2.357142857,1.215739272,14
glare,2.054054054,0.941215111,37,2.153846154,1.068188018,13,2,0.884651737,24
glass,2.103448276,1.046928418,29,2.25,1.183215957,16,1.923076923,0.862316499,13
glaze,2.413793103,1.05279361,29,2.466666667,0.990430402,15,2.357142857,1.150728389,14
gleam,2.135135135,1.109608594,37,1.944444444,1.109966731,18,2.315789474,1.108183277,19
glee,2.805555556,1.30536135,36,2.684210526,1.249561327,19,2.941176471,1.390619836,17
glide,2.5,1.215837518,24,3,1.095445115,6,2.333333333,1.236693885,18
glider,2.516129032,0.961629442,31,2.5625,1.030776406,16,2.466666667,0.915475416,15
glimpse,1.96969697,1.015038438,33,1.75,0.930949336,16,2.176470588,1.074435556,17
globe,2.441176471,1.185548753,34,2.733333333,1.387014608,15,2.210526316,0.976328005,19
gloom,1.888888889,1.086041979,27,1.75,0.88640526,8,1.947368421,1.17727011,19
gloss,2.48,1.122497216,25,2.5,1.381698559,12,2.461538462,0.877058019,13
glossy,2.472222222,1.18288053,36,2.642857143,1.277445941,14,2.363636364,1.135800726,22
glove,2.03030303,1.262063006,33,1.9375,1.236594787,16,2.117647059,1.317305628,17
glucose,2.297297297,1.2216761,37,2.153846154,1.344504484,13,2.375,1.17260394,24
glutton,2.707317073,1.249878043,41,2.846153846,1.068188018,13,2.642857143,1.339272487,28
gnat,2.4,1.224744871,25,2.375,1.187734939,8,2.411764706,1.277635684,17
gnome,3.222222222,1.289764344,36,2.916666667,1.56427929,12,3.375,1.134920032,24
go,1.966666667,1.06619961,30,1.5,0.940539943,14,2.375,1.024695077,16
goalie,2.535714286,1.170063083,28,3,0.9258201,8,2.35,1.225818738,20
goat,2.470588235,1.331103304,34,2.5,1.316561177,16,2.444444444,1.381483526,18
goatee,2.892857143,1.39680285,28,3,1.309307341,15,2.769230769,1.535895296,13
gobble,3.64516129,1.2529535,31,3.416666667,1.378954369,12,3.789473684,1.182227059,19
goblin,3.175,1.21713198,40,2.947368421,1.35292622,19,3.380952381,1.07126983,21
god,2.172413793,1.226754298,29,1.818181818,1.167748416,11,2.388888889,1.243282604,18
godsend,2.285714286,1.150109266,28,2.583333333,1.311372171,12,2.0625,0.997914492,16
godson,2.6875,1.378112313,32,2.916666667,1.378954369,12,2.55,1.394538218,20
goggles,2.974358974,1.20278579,39,3.333333333,0.9701425,18,2.666666667,1.316561177,21
gold,2.228571429,1.059570232,35,2.181818182,0.981649817,11,2.25,1.113162358,24
goldfish,2.324324324,1.248422428,37,2.6875,1.400892573,16,2.047619048,1.07126983,21
golf,2.159090909,1.292971732,44,2.090909091,1.305996825,22,2.285714286,1.309307341,21
golfer,2.24137931,1.154344972,29,2.4,1.121223821,15,2.071428571,1.206666464,14
goner,2.642857143,1.411130468,42,2.44,1.325393023,25,2.941176471,1.519481336,17
good,2.236842105,1.23975173,38,2.294117647,1.311711948,17,2.19047619,1.209092537,21
goodness,2.227272727,1.231793821,22,2.25,1.58113883,8,2.214285714,1.050902281,14
goodwill,2.423076923,1.101746865,26,2.111111111,1.166666667,9,2.588235294,1.064120736,17
goody,3.103448276,1.397570023,29,2.625,1.407885953,8,3.285714286,1.383577144,21
goof,3.470588235,1.331103304,34,3.315789474,1.293257368,19,3.666666667,1.397276262,15
goose,2.966666667,1.188546877,30,2.5,0.9258201,8,3.136363636,1.245772071,22
gopher,3.358974359,1.012739367,39,3.333333333,0.887625365,12,3.37037037,1.079463832,27
gorge,2.875,1.304577739,40,3.375,0.957427108,16,2.541666667,1.413572922,24
gospel,2.444444444,1.368135546,27,3,1.699673171,10,2.117647059,1.053704948,17
gossip,2.296296296,1.265361451,27,2.454545455,1.293339581,11,2.1875,1.276388133,16
gothic,2.216216216,1.250225205,37,2.1875,1.223042654,16,2.238095238,1.300183137,21
goulash,3.452380952,1.347126679,42,3.476190476,1.249761882,21,3.4,1.500876937,20
gourd,3.230769231,1.245233828,39,3.083333333,1.378954369,12,3.307692308,1.225372785,26
gourmet,2.21875,1.263236371,32,1.785714286,1.050902281,14,2.555555556,1.338226316,18
gout,2.5,1.212310591,34,2.133333333,1.125462868,15,2.789473684,1.228320776,19
grab,2.294117647,1.142284043,34,1.928571429,1.071611706,14,2.55,1.145931017,20
grade,1.53125,0.802591568,32,1.285714286,0.611249846,14,1.722222222,0.894792487,18
graduate,2.4375,1.24272074,32,2.333333333,1.435481125,12,2.5,1.147078669,20
graft,2.243902439,0.994497054,41,2.0625,0.997914492,16,2.333333333,1.00722031,24
grail,2.454545455,1.175024178,33,2.0625,0.997914492,16,2.823529412,1.236693885,17
grain,1.9,0.871191345,40,1.736842105,0.805681579,19,2.047619048,0.920662287,21
gram,2.297297297,1.151445103,37,1.857142857,1.167320591,14,2.565217391,1.079818459,23
grand,2.2,1.190238071,25,1.6,1.055597326,15,3.1,0.737864787,10
grandchild,2.147058824,1.184044249,34,2,1.154700538,16,2.277777778,1.227410261,18
grandeur,2.4,1.191926867,30,2.545454545,1.293339581,11,2.315789474,1.157230006,19
grandma,2.444444444,1.250640861,27,2.333333333,1.283377896,18,2.666666667,1.224744871,9
grandson,2.52,0.962635272,25,2.777777778,0.971825316,9,2.375,0.957427108,16
grandstand,2.642857143,1.12921755,28,2.928571429,1.268814451,14,2.357142857,0.928782732,14
granite,2.341463415,1.276905558,41,1.555555556,1.130388331,9,2.5625,1.24272074,32
granny,2.875,1.23784412,32,2.8125,1.167261753,16,2.9375,1.340087062,16
grape,2.611111111,1.225392713,36,2.277777778,1.40610248,18,2.944444444,0.937595311,18
grapefruit,2.361111111,1.174801571,36,1.866666667,1.060098827,15,2.714285714,1.146423008,21
grapevine,2.638888889,1.174801571,36,2.333333333,1.154700538,12,2.791666667,1.178767472,24
graph,2.095238095,1.031445205,42,2,1.037749043,14,2.142857143,1.044005311,28
graphics,2.242424242,1.250757346,33,2.533333333,1.457329587,15,2,1.028991511,18
graphite,2.310344828,1.16813185,29,2.384615385,1.32529629,13,2.25,1.064581295,16
grasp,2.4,1.101722789,30,2.363636364,1.026910636,11,2.421052632,1.169795304,19
grass,2.391304348,1.163868279,46,2.473684211,1.218761715,19,2.333333333,1.14354375,27
grate,2.090909091,1.041742421,33,2.166666667,1.193416283,12,2.047619048,0.973457265,21
grave,1.6,0.841244499,40,1.636363636,0.809039835,11,1.586206897,0.866736135,29
gravel,2.305555556,1.009085709,36,2.066666667,1.032795559,15,2.45,0.998683344,20
gravy,2.709677419,1.295982211,31,3,1.224744871,13,2.5,1.339446769,18
grease,2.84,1.21380943,25,3.5,1.08012345,10,2.4,1.121223821,15
greaser,3.051282051,1.255487281,39,3.3,1.33749351,10,2.965517241,1.23874241,29
great,2.485714286,1.03955388,35,2.733333333,1.099783528,15,2.3,0.97872097,20
greatness,2.1,1.172330574,40,2,1.048808848,21,2.210526316,1.315672509,19
greed,1.827586207,1.002460028,29,2.076923077,1.11516355,13,1.625,0.885061203,16
green,2.515151515,0.905580343,33,2.588235294,1.003669737,17,2.4375,0.81394103,16
greenhouse,2.28125,1.197696041,32,2,0.912870929,13,2.473684211,1.348596845,19
grenade,1.741935484,1.031753909,31,1.666666667,0.984731928,12,1.789473684,1.08417646,19
greyhound,2.463414634,1.002436057,41,2.533333333,1.302013093,15,2.423076923,0.80860754,26
grief,1.481481481,0.893152169,27,1.5,0.971825316,10,1.470588235,0.874474632,17
grievance,1.558139535,0.825265486,43,1.666666667,0.84016805,18,1.48,0.822597512,25
grill,2.257142857,0.980481789,35,1.8,0.918936583,10,2.44,0.960902354,25
grin,3.235294118,1.304045536,34,2.933333333,1.162919151,15,3.473684211,1.389181256,19
grind,2.896551724,1.046928418,29,2.181818182,1.167748416,11,3.333333333,0.685994341,18
grinder,2.263157895,1.194529441,19,1.833333333,1.329160136,6,2.5,1.167748416,12
grindstone,2.157894737,1.10346667,38,1.882352941,1.11143786,17,2.380952381,1.07126983,21
grip,2.097560976,0.995109995,41,1.785714286,0.801783726,14,2.259259259,1.059484366,27
gripe,2.275862069,1.13063041,29,2.071428571,0.997248963,14,2.466666667,1.245945806,15
grit,2.567567568,1.281070311,37,2.666666667,1.397276262,15,2.5,1.224744871,22
grits,2.75,1.205696356,28,2.571428571,1.272418021,7,2.80952381,1.209092537,21
grizzly,2.805555556,1.21465914,36,2.444444444,1.013793755,9,2.925925926,1.268734255,27
groan,2.576923077,1.390627971,26,3.125,1.642080562,8,2.333333333,1.236693885,18
grocer,2.8,1.051609411,35,2.9375,1.123610253,16,2.684210526,1.002919714,19
groin,3.653846154,1.056117709,26,4.1,0.737864787,10,3.375,1.147460965,16
groom,2.083333333,1.100065874,24,1.692307692,1.031553471,13,2.545454545,1.035725481,11
groove,2.71875,1.32554006,32,2.692307692,1.548365557,13,2.736842105,1.194529441,19
grope,2.444444444,1.154700538,27,2.3,1.159501809,10,2.529411765,1.178857872,17
gross,2.179487179,1.144133661,39,2.136363636,1.2069424,22,2.235294118,1.091410313,17
grotesque,2.151515152,1.227833766,33,2.625,1.360147051,16,1.75,0.930949336,16
grotto,2.534883721,1.161871176,43,2.45,1.099042646,20,2.608695652,1.233587909,23
grouch,2.923076923,1.230384555,26,2.7,1.33749351,10,3.0625,1.181453907,16
ground,2.026315789,1.026324908,38,1.833333333,0.923548145,18,2.2,1.105012503,20
grounding,1.875,1.12880182,32,2.222222222,1.6414763,9,1.739130435,0.864312197,23
groundwork,2.382352941,1.073501941,34,2.6,1.0749677,10,2.291666667,1.082636342,24
group,2.125,1.099853363,32,2.0625,1.236594787,16,2.1875,0.981070844,16
groupie,3.095238095,1.338086765,21,3,1.414213562,11,3.2,1.316561177,10
grouping,2.454545455,1.092328622,33,2.166666667,1.267304465,12,2.619047619,0.973457265,21
grove,2.448275862,1.120784384,29,2.666666667,0.707106781,9,2.35,1.268027893,20
growth,2.625,1.029998755,40,2.411764706,1.227743027,17,2.782608696,0.850482309,23
grub,2.875,1.313699529,32,2.785714286,1.050902281,14,2.944444444,1.513555309,18
grunt,2.875,1.211503997,32,3,1.095445115,16,2.75,1.341640786,16
guano,3.142857143,1.437785412,35,3.272727273,1.489356176,11,3.043478261,1.460954261,23
guard,1.821428571,0.862965234,28,2,0.816496581,13,1.666666667,0.899735411,15
guardhouse,2.085714286,1.03955388,35,2.214285714,1.251372872,14,2,0.894427191,21
guardian,2.1875,1.060660172,32,2.583333333,1.164500153,12,1.95,0.944513241,20
guess,2.129032258,1.087564113,31,2.1,1.100504935,10,2.142857143,1.108409414,21
guesswork,2.307692308,1.173251132,39,2.428571429,1.247855303,21,2.166666667,1.098126747,18
guest,2.125,1.12880182,32,2.133333333,1.302013093,15,2.117647059,0.992619825,17
guidance,1.939393939,1.08798535,33,1.6,0.966091783,10,2.086956522,1.124643114,23
guide,2.032258065,0.982645103,31,2.142857143,1.099450412,14,1.941176471,0.899346168,17
guidebook,2.131578947,1.189391228,38,2,1.264911064,11,2.185185185,1.177906782,27
guilt,1.5,0.762000762,32,1.4375,0.62915287,16,1.5625,0.892094913,16
guinea,2.9375,1.189673308,32,2.846153846,1.405118847,13,3,1.054092553,19
guise,2.641025641,1.20278579,39,2.8,1.373213125,15,2.541666667,1.102533315,24
guitar,2.027027027,1.213042238,37,1.578947368,1.017392608,19,2.5,1.248528546,18
gullet,2.857142857,1.31726673,42,2.764705882,1.480262298,17,2.92,1.222020185,25
gully,2.620689655,1.236752461,29,2.529411765,1.374665735,17,2.75,1.055289706,12
gulp,2.647058824,1.252448582,34,2.25,1.215431087,12,2.863636364,1.245772071,22
gum,2.4,1.191926867,30,2.615384615,1.192927878,13,2.235294118,1.200490096,17
gumbo,2.805555556,1.166666667,36,2.882352941,1.218726433,17,2.736842105,1.147078669,19
gumption,3.058823529,1.324390688,34,2.933333333,1.222799287,15,3.157894737,1.42451387,19
gun,1.44,0.711805217,25,1.666666667,0.866025404,9,1.3125,0.602079729,16
gunboat,1.96969697,1.211529211,33,2.142857143,1.350620533,14,1.842105263,1.118687619,19
gunk,3.15625,1.346665536,32,3.428571429,1.554857684,14,2.944444444,1.161754364,18
gunman,1.59375,0.945596756,32,1.909090909,1.044465936,11,1.428571429,0.870139562,21
gunner,2.09375,1.173892752,32,1.909090909,1.044465936,11,2.19047619,1.249761882,21
gunpoint,1.382352941,0.888127273,34,1.363636364,0.674199862,11,1.391304348,0.988071144,23
gunshot,1.25,0.440958552,28,1.230769231,0.43852901,13,1.266666667,0.457737708,15
guru,3.185185185,1.210118781,27,2.4,0.966091783,10,3.647058824,1.114740803,17
gush,3.029411765,1.193042815,34,3.5,1.032795559,16,2.611111111,1.195033295,18
gusher,3.382352941,1.435791533,34,3.5,1.414213562,16,3.277777778,1.487420015,18
gust,2.484848485,1.227833766,33,2.5625,1.209338662,16,2.411764706,1.277635684,17
gut,2,1.025978352,20,2.083333333,0.900336637,12,1.875,1.246423455,8
gutter,2.724137931,1.065583399,29,2.333333333,0.975900073,15,3.142857143,1.027105182,14
guy,2.46875,1.163542283,32,2.357142857,1.392681026,14,2.555555556,0.983524408,18
gym,2.25,0.996422171,36,2.117647059,1.053704948,17,2.368421053,0.955133866,19
gymnast,2.307692308,1.123182292,26,2.4,1.341640786,5,2.285714286,1.10194633,21
habit,2.135135135,1.205592574,37,1.9375,1.436140662,16,2.285714286,1.007117528,21
hack,3,1.180652105,34,2.857142857,1.292412345,14,3.105263158,1.149624907,19
hacksaw,2.176470588,1.266600993,34,2,1.154700538,19,2.4,1.4040757,15
hag,2.939393939,1.498736842,33,2.857142857,1.350620533,14,3,1.632993162,19
haiku,3.035714286,1.170063083,28,2.941176471,1.477776549,17,3.181818182,0.404519917,11
hail,1.914285714,1.094677728,35,1.8125,1.167261753,16,2,1.054092553,19
hairbrush,2.71875,1.197696041,32,2.466666667,1.35576371,15,2.941176471,1.028991511,17
